
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  6.625E+06 1.916E+03 1.679E-06 1.679E-06 1.281E-01 4.691E+06 4.428E+05 4.428E+05 1.506E+05
  6.725E+06 2.808E+03 1.420E-06 1.420E-06 1.291E-01 4.362E+06 3.394E+05 3.394E+05 9.103E+04
  6.825E+06 3.799E+03 1.229E-06 1.229E-06 1.352E-01 3.904E+06 2.786E+05 2.786E+05 5.903E+04
  6.925E+06 3.696E+03 1.151E-06 1.151E-06 1.520E-01 3.556E+06 2.924E+05 2.924E+05 4.850E+04
  7.025E+06 3.845E+03 1.063E-06 1.063E-06 1.688E-01 3.204E+06 2.925E+05 2.925E+05 3.815E+04
  7.125E+06 4.002E+03 9.803E-07 9.803E-07 1.873E-01 2.888E+06 2.926E+05 2.927E+05 2.995E+04
  7.225E+06 4.166E+03 9.036E-07 9.036E-07 2.077E-01 2.606E+06 2.928E+05 2.928E+05 2.346E+04
  7.325E+06 4.339E+03 8.322E-07 8.322E-07 2.300E-01 2.353E+06 2.929E+05 2.929E+05 1.833E+04
  7.425E+06 4.521E+03 7.658E-07 7.658E-07 2.546E-01 2.127E+06 2.931E+05 2.931E+05 1.428E+04
  7.525E+06 4.713E+03 7.040E-07 7.040E-07 2.814E-01 1.924E+06 2.932E+05 2.932E+05 1.109E+04
  7.625E+06 4.916E+03 6.464E-07 6.464E-07 3.107E-01 1.743E+06 2.934E+05 2.934E+05 8.587E+03
  7.725E+06 5.130E+03 5.928E-07 5.928E-07 3.427E-01 1.581E+06 2.936E+05 2.936E+05 6.624E+03
  7.825E+06 5.357E+03 5.430E-07 5.430E-07 3.774E-01 1.436E+06 2.937E+05 2.937E+05 5.090E+03
  7.925E+06 5.599E+03 4.966E-07 4.966E-07 4.150E-01 1.306E+06 2.939E+05 2.939E+05 3.895E+03
  8.025E+06 5.855E+03 4.536E-07 4.536E-07 4.556E-01 1.190E+06 2.941E+05 2.941E+05 2.966E+03
  8.125E+06 6.128E+03 4.135E-07 4.135E-07 4.994E-01 1.086E+06 2.942E+05 2.942E+05 2.248E+03
  8.225E+06 6.419E+03 3.763E-07 3.763E-07 5.464E-01 9.931E+05 2.944E+05 2.944E+05 1.695E+03
  8.325E+06 6.731E+03 3.419E-07 3.419E-07 5.966E-01 9.098E+05 2.946E+05 2.946E+05 1.270E+03
  8.425E+06 7.064E+03 3.099E-07 3.099E-07 6.501E-01 8.352E+05 2.948E+05 2.948E+05 9.465E+02
  8.525E+06 7.421E+03 2.804E-07 2.804E-07 7.068E-01 7.685E+05 2.951E+05 2.951E+05 7.007E+02
  8.625E+06 7.805E+03 2.531E-07 2.531E-07 7.667E-01 7.087E+05 2.953E+05 2.953E+05 5.152E+02
  8.725E+06 8.218E+03 2.279E-07 2.279E-07 8.297E-01 6.552E+05 2.956E+05 2.956E+05 3.762E+02
  8.825E+06 8.664E+03 2.047E-07 2.047E-07 8.955E-01 6.073E+05 2.958E+05 2.958E+05 2.727E+02
  8.925E+06 9.144E+03 1.834E-07 1.834E-07 9.640E-01 5.645E+05 2.961E+05 2.961E+05 1.961E+02
  9.025E+06 9.663E+03 1.639E-07 1.639E-07 1.035E+00 5.260E+05 2.964E+05 2.964E+05 1.399E+02
  9.125E+06 1.022E+04 1.461E-07 1.461E-07 1.108E+00 4.916E+05 2.967E+05 2.967E+05 9.907E+01
  9.225E+06 1.079E+04 1.300E-07 1.300E-07 1.185E+00 4.601E+05 2.970E+05 2.980E+05 6.985E+01
  9.325E+06 7.913E+03 1.300E-07 1.300E-07 1.423E+00 3.833E+05 2.974E+05 4.064E+05 6.985E+01
  9.425E+06 5.661E+03 1.300E-07 1.300E-07 1.709E+00 3.193E+05 2.977E+05 5.681E+05 6.985E+01
  9.525E+06 3.931E+03 1.300E-07 1.300E-07 2.052E+00 2.661E+05 2.980E+05 8.181E+05 6.985E+01
  9.625E+06 2.635E+03 1.300E-07 1.300E-07 2.463E+00 2.217E+05 2.984E+05 1.220E+06 6.985E+01
  9.725E+06 1.695E+03 1.300E-07 1.300E-07 2.957E+00 1.848E+05 2.987E+05 1.897E+06 6.985E+01
  9.825E+06 1.040E+03 1.300E-07 1.300E-07 3.550E+00 1.540E+05 2.991E+05 3.092E+06 6.985E+01
  9.925E+06 6.048E+02 1.300E-07 1.300E-07 4.261E+00 1.284E+05 2.994E+05 5.318E+06 6.985E+01
