
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  8.325E+06 3.969E+02 1.990E-04 4.998E-04 6.225E-06 2.623E+14 2.666E+12 8.738E+06 2.506E+11
  8.425E+06 3.969E+02 1.990E-04 4.998E-04 6.223E-06 2.625E+14 2.668E+12 8.738E+06 2.506E+11
  8.525E+06 3.970E+02 1.990E-04 4.998E-04 6.222E-06 2.626E+14 2.670E+12 8.737E+06 2.506E+11
  8.625E+06 3.970E+02 1.990E-04 4.998E-04 6.220E-06 2.628E+14 2.672E+12 8.736E+06 2.506E+11
  8.725E+06 3.970E+02 1.990E-04 4.998E-04 6.219E-06 2.630E+14 2.675E+12 8.736E+06 2.506E+11
  8.825E+06 3.971E+02 1.990E-04 4.998E-04 6.218E-06 2.632E+14 2.677E+12 8.735E+06 2.506E+11
  8.925E+06 3.971E+02 1.990E-04 4.998E-04 6.216E-06 2.633E+14 2.680E+12 8.735E+06 2.506E+11
  9.025E+06 3.971E+02 1.990E-04 4.998E-04 6.215E-06 2.635E+14 2.682E+12 8.734E+06 2.506E+11
  9.125E+06 3.971E+02 1.990E-04 4.998E-04 6.214E-06 2.637E+14 2.685E+12 8.734E+06 2.506E+11
  9.225E+06 3.971E+02 1.990E-04 4.998E-04 6.212E-06 2.639E+14 2.688E+12 8.734E+06 2.506E+11
  9.325E+06 3.971E+02 1.990E-04 4.998E-04 6.211E-06 2.641E+14 2.691E+12 8.734E+06 2.506E+11
  9.425E+06 3.971E+02 1.990E-04 4.998E-04 6.209E-06 2.643E+14 2.694E+12 8.734E+06 2.506E+11
  9.525E+06 3.971E+02 1.990E-04 4.998E-04 6.208E-06 2.646E+14 2.697E+12 8.734E+06 2.506E+11
  9.625E+06 3.971E+02 1.990E-04 4.998E-04 6.207E-06 2.648E+14 2.700E+12 8.734E+06 2.506E+11
  9.725E+06 3.971E+02 1.990E-04 4.998E-04 6.205E-06 2.650E+14 2.703E+12 8.734E+06 2.506E+11
  9.825E+06 3.971E+02 1.990E-04 4.998E-04 6.204E-06 2.652E+14 2.707E+12 8.735E+06 2.506E+11
  9.925E+06 3.971E+02 1.990E-04 4.998E-04 6.202E-06 2.654E+14 2.710E+12 8.735E+06 2.506E+11
